Dataset,Task,Test Condition,Bal Accuracy,Macro F1,ROC-AUC
HUST,Detection,Load_0W,1.0,1.0,1.0
HUST,Detection,Load_200W,1.0,1.0,1.0
HUST,Detection,Load_400W,1.0,1.0,1.0
HUST,Diagnosis,Load_0W,0.860214451958013,0.8631185405985079,0.9472708859044826
HUST,Diagnosis,Load_200W,0.9912606609808102,0.99103318534452,0.9989394752056506
HUST,Diagnosis,Load_400W,0.9685855379188713,0.9693077392580183,0.9987694751034641
