Exp Strategy,Dataset,Task,Test Condition,Model,Bal Acc,Macro F1,ROC-AUC
1_Estrategia_A,HUST_Gearbox,Diagnosis,Cond_40_3,TABNET (TL),1.0,1.0,1.0
1_Estrategia_A,HUST_Gearbox,Diagnosis,Cond_40_4,MLP (TL),0.9333333333333332,0.9326599326599326,0.9916666666666667
1_Estrategia_A,HUST_Gearbox,Diagnosis,Cond_40_4,TABNET (TL),1.0,1.0,1.0
1_Estrategia_A,HUST_Gearbox,Diagnosis,Cond_L0_VS_0_40_0,MLP (TL),1.0,1.0,1.0
1_Estrategia_A,HUST_Gearbox,Diagnosis,Cond_L0_VS_0_40_0,TABNET (TL),0.6666666666666666,0.5555555555555555,0.7283333333333334
1_Estrategia_A,HUST_Gearbox,Diagnosis,Cond_L1_VS_0_40_0,MLP (TL),1.0,1.0,1.0
1_Estrategia_A,HUST_Gearbox,Diagnosis,Cond_L1_VS_0_40_0,TABNET (TL),0.8666666666666667,0.8611111111111112,0.9916666666666667
1_Estrategia_A,HUST_Gearbox,Diagnosis,Cond_L2_VS_0_40_0,MLP (TL),0.9666666666666667,0.9665831244778613,1.0
1_Estrategia_A,HUST_Gearbox,Diagnosis,Cond_L2_VS_0_40_0,TABNET (TL),0.7999999999999999,0.7802197802197802,1.0
1_Estrategia_A,HUST_Gearbox,Diagnosis,Cond_L3_VS_0_40_0,MLP (TL),0.6666666666666666,0.5555555555555555,0.9016666666666667
1_Estrategia_A,HUST_Gearbox,Diagnosis,Cond_L3_VS_0_40_0,TABNET (TL),0.6666666666666666,0.5555555555555555,1.0
1_Estrategia_A,HUST_Gearbox,Diagnosis,Cond_L4_VS_0_40_0,MLP (TL),0.9666666666666667,0.9665831244778612,1.0
1_Estrategia_A,HUST_Gearbox,Diagnosis,Cond_L4_VS_0_40_0,TABNET (TL),1.0,1.0,1.0
1_Estrategia_A,CWRU_48k,Diagnosis,Load_0HP_Sev_0.007,MLP (TL),0.5,0.4444444444444444,0.7983333333333335
1_Estrategia_A,CWRU_48k,Diagnosis,Load_0HP_Sev_0.007,TABNET (TL),0.5,0.47963800904977383,0.7200000000000001
1_Estrategia_A,CWRU_48k,Diagnosis,Load_0HP_Sev_0.014,MLP (TL),0.15000000000000002,0.13468013468013468,0.0
1_Estrategia_A,CWRU_48k,Diagnosis,Load_0HP_Sev_0.014,TABNET (TL),0.9,0.6296296296296297,0.0
1_Estrategia_A,CWRU_48k,Diagnosis,Load_0HP_Sev_0.021,MLP (TL),0.6666666666666666,0.48148148148148145,0.9666666666666667
1_Estrategia_A,CWRU_48k,Diagnosis,Load_0HP_Sev_0.021,TABNET (TL),0.8333333333333334,0.8744588744588744,1.0
1_Estrategia_A,CWRU_48k,Diagnosis,Load_1HP_Sev_0.007,MLP (TL),0.8833333333333333,0.8776845871225509,0.9883333333333333
1_Estrategia_A,CWRU_48k,Diagnosis,Load_1HP_Sev_0.007,TABNET (TL),0.8333333333333334,0.8222222222222223,0.9995833333333334
1_Estrategia_A,CWRU_48k,Diagnosis,Load_1HP_Sev_0.014,MLP (TL),0.9595238095238096,0.9632342965676299,0.9975490196078431
1_Estrategia_A,CWRU_48k,Diagnosis,Load_1HP_Sev_0.014,TABNET (TL),0.7999999999999999,0.7840112201963535,0.8480392156862745
1_Estrategia_A,CWRU_48k,Diagnosis,Load_1HP_Sev_0.021,MLP (TL),0.8166666666666668,0.7987664704233249,0.9895833333333334
1_Estrategia_A,CWRU_48k,Diagnosis,Load_1HP_Sev_0.021,TABNET (TL),0.9833333333333334,0.9833229101521784,0.9991666666666666
1_Estrategia_A,CWRU_48k,Diagnosis,Load_2HP_Sev_0.007,MLP (TL),0.6666666666666666,0.6666666666666666,0.9583333333333334
1_Estrategia_A,CWRU_48k,Diagnosis,Load_2HP_Sev_0.007,TABNET (TL),0.7333333333333334,0.7172410505743839,0.9304166666666666
1_Estrategia_A,CWRU_48k,Diagnosis,Load_2HP_Sev_0.014,MLP (TL),0.4666666666666666,0.3958585858585859,0.7333333333333334
1_Estrategia_A,CWRU_48k,Diagnosis,Load_2HP_Sev_0.014,TABNET (TL),0.8333333333333334,0.8284970596741541,0.9808333333333333
1_Estrategia_A,CWRU_48k,Diagnosis,Load_2HP_Sev_0.021,MLP (TL),0.6833333333333332,0.6405122655122655,0.8666666666666667
1_Estrategia_A,CWRU_48k,Diagnosis,Load_2HP_Sev_0.021,TABNET (TL),0.8666666666666667,0.8611111111111112,1.0
1_Estrategia_A,CWRU_48k,Diagnosis,Load_3HP_Sev_0.007,MLP (TL),0.43333333333333335,0.4296296296296296,0.6045833333333333
1_Estrategia_A,CWRU_48k,Diagnosis,Load_3HP_Sev_0.007,TABNET (TL),0.7833333333333333,0.7544530146156162,0.8129166666666667
1_Estrategia_A,CWRU_48k,Diagnosis,Load_3HP_Sev_0.014,MLP (TL),0.45,0.39229587616684386,0.5408333333333334
1_Estrategia_A,CWRU_48k,Diagnosis,Load_3HP_Sev_0.014,TABNET (TL),0.75,0.746031746031746,0.8620833333333334
1_Estrategia_A,CWRU_48k,Diagnosis,Load_3HP_Sev_0.021,MLP (TL),0.6666666666666666,0.658688387635756,0.80625
1_Estrategia_A,CWRU_48k,Diagnosis,Load_3HP_Sev_0.021,TABNET (TL),0.7833333333333333,0.757745166550198,0.9395833333333333
2_Estrategia_B,CWRU_12k,Diagnosis,Load_0HP,MLP (TL),0.787719298245614,0.786277041025752,0.915112374432015
2_Estrategia_B,CWRU_12k,Diagnosis,Load_0HP,TABNET (TL),0.6963084795321637,0.6612513603073371,0.8928657215319803
2_Estrategia_B,CWRU_12k,Diagnosis,Load_1HP,MLP (TL),0.7015350877192983,0.688991948300641,0.8828834541062802
2_Estrategia_B,CWRU_12k,Diagnosis,Load_1HP,TABNET (TL),0.7948830409356725,0.780259837666223,0.9395372489193999
2_Estrategia_B,CWRU_12k,Diagnosis,Load_2HP,MLP (TL),0.7937134502923977,0.768395891556714,0.9296006547165014
2_Estrategia_B,CWRU_12k,Diagnosis,Load_2HP,TABNET (TL),0.7839912280701755,0.764066894391516,0.951005244088482
2_Estrategia_B,CWRU_12k,Diagnosis,Load_3HP,MLP (TL),0.662061403508772,0.6151751140768205,0.8888682621408595
2_Estrategia_B,CWRU_12k,Diagnosis,Load_3HP,TABNET (TL),0.7706871345029239,0.7599101519950182,0.9126413361301805
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,MLP (TL),0.3875,0.23928176286188457,0.7207142857142858
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,TABNET (TL),0.375,0.29166666666666663,0.7949999999999999
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_30Hz,MLP (TL),0.5625,0.4847883597883598,0.8791071428571429
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_30Hz,TABNET (TL),0.5875,0.4935661764705882,0.9858928571428571
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_45Hz,MLP (TL),0.4125,0.35836627140974964,0.8273214285714285
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_45Hz,TABNET (TL),0.4,0.32715744400527014,0.8266071428571429
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,MLP (TL),0.3125,0.2889784946236559,0.7173214285714286
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,TABNET (TL),0.46249999999999997,0.3941343743975323,0.8330357142857143
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,MLP (TL),0.5375,0.46613029269678885,0.8460714285714286
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,TABNET (TL),0.525,0.49737219424719425,0.8823214285714285
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_Dec_60_to_30Hz,MLP (TL),0.4625,0.4110344738814578,0.8839285714285714
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_Dec_60_to_30Hz,TABNET (TL),0.5125,0.438964810675337,0.8162499999999999
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_Inc_15_to_45Hz,MLP (TL),0.5375000000000001,0.4961379551820728,0.8426785714285714
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_Inc_15_to_45Hz,TABNET (TL),0.5375000000000001,0.5071897235905857,0.88625
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_Inc_30_to_60Hz,MLP (TL),0.5125000000000001,0.43248146425895784,0.8666071428571429
2_Estrategia_B,UOEMD,Diagnosis,Load_Loaded_Speed_Inc_30_to_60Hz,TABNET (TL),0.4625,0.3911519871106337,0.8278571428571428
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_15Hz,MLP (TL),0.475,0.4103705978705979,0.8508928571428571
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_15Hz,TABNET (TL),0.3125,0.22602397602397603,0.72375
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,MLP (TL),0.5875,0.49918929831272046,0.9376785714285714
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,TABNET (TL),0.4,0.33918482647296205,0.7592857142857143
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_45Hz,MLP (TL),0.6875,0.6047619047619048,0.9321428571428572
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_45Hz,TABNET (TL),0.3625,0.2846153846153846,0.8255357142857143
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_60Hz,MLP (TL),0.5,0.3839285714285714,0.78125
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_60Hz,TABNET (TL),0.4,0.353030303030303,0.8326785714285714
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_Dec_45_to_15Hz,MLP (TL),0.6125,0.5640175388337153,0.8685714285714285
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_Dec_45_to_15Hz,TABNET (TL),0.5,0.471218487394958,0.8567857142857143
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_Dec_60_to_30Hz,MLP (TL),0.5375,0.472101819649848,0.8825000000000001
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_Dec_60_to_30Hz,TABNET (TL),0.6000000000000001,0.5944252459437882,0.8928571428571428
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_Inc_15_to_45Hz,MLP (TL),0.42500000000000004,0.36937073074843974,0.7698214285714287
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_Inc_15_to_45Hz,TABNET (TL),0.4875,0.4291501976284585,0.8933928571428571
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_Inc_30_to_60Hz,MLP (TL),0.6124999999999999,0.5920293929663001,0.9199999999999999
2_Estrategia_B,UOEMD,Diagnosis,Load_No_Load_Speed_Inc_30_to_60Hz,TABNET (TL),0.575,0.5811063936063936,0.8892857142857143
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_20_0,MLP (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_20_0,TABNET (TL),0.6666666666666666,0.5555555555555555,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_20_1,MLP (TL),0.9,0.8976982097186701,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_20_1,TABNET (TL),0.6666666666666666,0.5555555555555555,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_20_2,MLP (TL),0.6666666666666666,0.5555555555555555,0.5
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_20_2,TABNET (TL),0.9666666666666667,0.9665831244778612,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_20_3,MLP (TL),0.7999999999999999,0.7802197802197801,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_20_3,TABNET (TL),0.6666666666666666,0.5555555555555555,0.7516666666666666
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_20_4,MLP (TL),0.6666666666666666,0.5555555555555555,0.96
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_20_4,TABNET (TL),0.6666666666666666,0.5555555555555555,0.5066666666666667
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_25_0,MLP (TL),0.8666666666666667,0.8611111111111112,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_25_0,TABNET (TL),0.7999999999999999,0.7802197802197802,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_25_1,MLP (TL),0.9666666666666667,0.9665831244778612,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_25_1,TABNET (TL),0.9666666666666667,0.9665831244778612,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_25_2,MLP (TL),0.6666666666666666,0.5555555555555555,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_25_2,TABNET (TL),0.6666666666666666,0.5555555555555555,0.9116666666666666
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_25_3,MLP (TL),0.6333333333333333,0.5402298850574713,0.6566666666666667
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_25_3,TABNET (TL),0.6666666666666666,0.5555555555555555,0.5
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_25_4,MLP (TL),0.6666666666666666,0.5555555555555555,0.9966666666666667
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_25_4,TABNET (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_30_0,MLP (TL),0.5666666666666668,0.5243295019157088,0.8716666666666667
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_30_0,TABNET (TL),0.6666666666666666,0.5555555555555555,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_30_1,MLP (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_30_1,TABNET (TL),0.9666666666666667,0.9665831244778613,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_30_2,MLP (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_30_2,TABNET (TL),0.9666666666666667,0.9665831244778613,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_30_3,MLP (TL),0.9333333333333332,0.933249791144528,0.9983333333333334
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_30_3,TABNET (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_30_4,MLP (TL),0.8666666666666667,0.8611111111111112,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_30_4,TABNET (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_35_0,MLP (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_35_0,TABNET (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_35_1,MLP (TL),0.9666666666666667,0.9665831244778613,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_35_1,TABNET (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_35_2,MLP (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_35_2,TABNET (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_35_3,MLP (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_35_3,TABNET (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_35_4,MLP (TL),0.5666666666666667,0.46759259259259256,0.5333333333333333
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_35_4,TABNET (TL),0.6333333333333333,0.5166666666666667,0.6566666666666666
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_40_0,MLP (TL),0.6666666666666666,0.5555555555555555,0.8616666666666667
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_40_0,TABNET (TL),0.8333333333333334,0.8283298826777088,0.9916666666666667
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_40_1,MLP (TL),0.9666666666666667,0.9665831244778613,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_40_1,TABNET (TL),0.6666666666666666,0.5555555555555555,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_40_2,MLP (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_40_2,TABNET (TL),0.9666666666666667,0.9665831244778613,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_40_3,MLP (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_40_3,TABNET (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_40_4,MLP (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_40_4,TABNET (TL),0.7999999999999999,0.7944219523166892,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_L0_VS_0_40_0,MLP (TL),0.6666666666666666,0.5367686527106817,0.9483333333333334
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_L0_VS_0_40_0,TABNET (TL),0.8333333333333334,0.8222222222222223,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_L1_VS_0_40_0,MLP (TL),0.8333333333333334,0.8222222222222223,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_L1_VS_0_40_0,TABNET (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_L2_VS_0_40_0,MLP (TL),0.9666666666666667,0.9665831244778613,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_L2_VS_0_40_0,TABNET (TL),0.9333333333333332,0.9326599326599326,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_L3_VS_0_40_0,MLP (TL),0.9,0.8976982097186701,0.9866666666666667
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_L3_VS_0_40_0,TABNET (TL),0.9666666666666667,0.9665831244778612,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_L4_VS_0_40_0,MLP (TL),1.0,1.0,1.0
2_Estrategia_B,HUST_Gearbox,Diagnosis,Cond_L4_VS_0_40_0,TABNET (TL),1.0,1.0,1.0
2_Estrategia_B,CWRU_48k,Diagnosis,Load_0HP_Sev_0.007,MLP (TL),0.43333333333333335,0.46069389547650413,0.6733333333333333
2_Estrategia_B,CWRU_48k,Diagnosis,Load_0HP_Sev_0.007,TABNET (TL),0.8333333333333334,0.8222222222222223,1.0
2_Estrategia_B,CWRU_48k,Diagnosis,Load_0HP_Sev_0.014,MLP (TL),0.4,0.2857142857142857,0.0
2_Estrategia_B,CWRU_48k,Diagnosis,Load_0HP_Sev_0.014,TABNET (TL),0.5,0.39153439153439146,0.0
2_Estrategia_B,CWRU_48k,Diagnosis,Load_0HP_Sev_0.021,MLP (TL),0.8333333333333334,0.8585858585858586,0.9833333333333334
2_Estrategia_B,CWRU_48k,Diagnosis,Load_0HP_Sev_0.021,TABNET (TL),0.7833333333333333,0.7432306255835668,0.9583333333333334
2_Estrategia_B,CWRU_48k,Diagnosis,Load_1HP_Sev_0.007,MLP (TL),0.7999999999999999,0.7944219523166892,0.9966666666666667
2_Estrategia_B,CWRU_48k,Diagnosis,Load_1HP_Sev_0.007,TABNET (TL),0.9666666666666667,0.9665831244778613,0.9916666666666667
2_Estrategia_B,CWRU_48k,Diagnosis,Load_1HP_Sev_0.014,MLP (TL),0.65,0.6561642200739944,0.8871148459383753
2_Estrategia_B,CWRU_48k,Diagnosis,Load_1HP_Sev_0.014,TABNET (TL),0.85,0.8420013166556947,0.969607843137255
2_Estrategia_B,CWRU_48k,Diagnosis,Load_1HP_Sev_0.021,MLP (TL),0.8000000000000002,0.7951951951951952,0.9754166666666667
2_Estrategia_B,CWRU_48k,Diagnosis,Load_1HP_Sev_0.021,TABNET (TL),0.9,0.8976982097186701,0.99625
2_Estrategia_B,CWRU_48k,Diagnosis,Load_2HP_Sev_0.007,MLP (TL),0.8333333333333334,0.8222222222222223,0.9104166666666668
2_Estrategia_B,CWRU_48k,Diagnosis,Load_2HP_Sev_0.007,TABNET (TL),0.8333333333333334,0.8222222222222223,0.9387500000000001
2_Estrategia_B,CWRU_48k,Diagnosis,Load_2HP_Sev_0.014,MLP (TL),0.5,0.510989010989011,0.6254166666666667
2_Estrategia_B,CWRU_48k,Diagnosis,Load_2HP_Sev_0.014,TABNET (TL),0.6833333333333332,0.6777021919879064,0.8795833333333333
2_Estrategia_B,CWRU_48k,Diagnosis,Load_2HP_Sev_0.021,MLP (TL),0.9833333333333334,0.9833229101521784,1.0
2_Estrategia_B,CWRU_48k,Diagnosis,Load_2HP_Sev_0.021,TABNET (TL),1.0,1.0,1.0
2_Estrategia_B,CWRU_48k,Diagnosis,Load_3HP_Sev_0.007,MLP (TL),0.9833333333333334,0.9833229101521784,1.0
2_Estrategia_B,CWRU_48k,Diagnosis,Load_3HP_Sev_0.007,TABNET (TL),0.85,0.8420013166556947,1.0
2_Estrategia_B,CWRU_48k,Diagnosis,Load_3HP_Sev_0.014,MLP (TL),0.6,0.5665650232409406,0.9033333333333333
2_Estrategia_B,CWRU_48k,Diagnosis,Load_3HP_Sev_0.014,TABNET (TL),0.7333333333333334,0.7265871868204847,0.8762500000000001
2_Estrategia_B,CWRU_48k,Diagnosis,Load_3HP_Sev_0.021,MLP (TL),0.7999999999999999,0.7994987468671679,0.9354166666666668
2_Estrategia_B,CWRU_48k,Diagnosis,Load_3HP_Sev_0.021,TABNET (TL),0.9333333333333332,0.9315770677086616,1.0
3_Estrategia_C_com_A,CWRU_12k,Diagnosis,Load_0HP,MLP (TL),0.6806286549707603,0.6099956019451946,0.9140659490868092
3_Estrategia_C_com_A,CWRU_12k,Diagnosis,Load_0HP,TABNET (TL),0.6864035087719298,0.6849379616951502,0.8394974563780726
3_Estrategia_C_com_A,CWRU_12k,Diagnosis,Load_1HP,MLP (TL),0.6974415204678363,0.6522194483092147,0.9085379594820384
3_Estrategia_C_com_A,CWRU_12k,Diagnosis,Load_1HP,TABNET (TL),0.7649122807017543,0.7544298592548486,0.9186850368675312
3_Estrategia_C_com_A,CWRU_12k,Diagnosis,Load_2HP,MLP (TL),0.6864035087719298,0.6484448653569891,0.8832585094416294
3_Estrategia_C_com_A,CWRU_12k,Diagnosis,Load_2HP,TABNET (TL),0.7226973684210527,0.6859096007256764,0.9346837760728814
3_Estrategia_C_com_A,CWRU_12k,Diagnosis,Load_3HP,MLP (TL),0.5927631578947368,0.5261388274970619,0.8577048690566997
3_Estrategia_C_com_A,CWRU_12k,Diagnosis,Load_3HP,TABNET (TL),0.7958333333333334,0.7777918675494726,0.9216693999491482
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,MLP (TL),0.375,0.2923728813559322,0.8166071428571429
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,TABNET (TL),0.4625,0.40449255193837236,0.7617857142857143
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_30Hz,MLP (TL),0.4,0.34980620155038755,0.88375
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_30Hz,TABNET (TL),0.3875,0.33333333333333337,0.8842857142857143
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_45Hz,MLP (TL),0.225,0.14215686274509803,0.7117857142857144
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_45Hz,TABNET (TL),0.6,0.5060690943043884,0.8589285714285715
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,MLP (TL),0.475,0.3832528180354267,0.8871428571428572
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,TABNET (TL),0.5,0.41885964912280704,0.8608928571428571
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,MLP (TL),0.35,0.2965774226707784,0.7671428571428571
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,TABNET (TL),0.525,0.499496336996337,0.8530357142857143
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_Dec_60_to_30Hz,MLP (TL),0.5125,0.4850200949945196,0.8160714285714286
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_Dec_60_to_30Hz,TABNET (TL),0.475,0.44532428355957765,0.8348214285714286
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_Inc_15_to_45Hz,MLP (TL),0.46249999999999997,0.4182692307692307,0.8128571428571428
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_Inc_15_to_45Hz,TABNET (TL),0.5875,0.5538345410628019,0.9082142857142856
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_Inc_30_to_60Hz,MLP (TL),0.3125,0.2864583333333333,0.7601785714285714
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_Loaded_Speed_Inc_30_to_60Hz,TABNET (TL),0.4125,0.4184182665160926,0.7996428571428571
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_15Hz,MLP (TL),0.525,0.4435690943043884,0.8846428571428572
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_15Hz,TABNET (TL),0.4125,0.34082365003417636,0.8583928571428572
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,MLP (TL),0.475,0.38416666666666666,0.9153571428571429
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,TABNET (TL),0.5,0.4444444444444444,0.8930357142857144
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_45Hz,MLP (TL),0.5,0.4335212067147839,0.9246428571428571
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_45Hz,TABNET (TL),0.4,0.42611336032388664,0.8200000000000001
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_60Hz,MLP (TL),0.5,0.3833333333333333,0.8182142857142858
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_60Hz,TABNET (TL),0.5,0.4384920634920635,0.9076785714285713
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_Dec_45_to_15Hz,MLP (TL),0.42499999999999993,0.3846718773480393,0.8614285714285714
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_Dec_45_to_15Hz,TABNET (TL),0.575,0.5409693792046733,0.88625
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_Dec_60_to_30Hz,MLP (TL),0.5625,0.5096659293087864,0.8844642857142857
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_Dec_60_to_30Hz,TABNET (TL),0.48750000000000004,0.4833056160995133,0.8594642857142858
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_Inc_15_to_45Hz,MLP (TL),0.4,0.35873954476895653,0.8578571428571429
3_Estrategia_C_com_A,UOEMD,Diagnosis,Load_No_Load_Speed_Inc_15_to_45Hz,TABNET (TL),0.425,0.3890149223633797,0.9203571428571429
