Target Dataset,Task,Test Condition,Source Combo,Model,Bal Acc,Macro F1,ROC-AUC
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST + Electric_Motor,Multi-Head DL (TABNET),0.5,0.4407894736842105,0.8889285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,PU + UORED,Multi-Head DL (TABNET),0.45,0.3678728070175438,0.7744642857142857
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,PU + Mechanical_Gear,Multi-Head DL (TABNET),0.6,0.5502136752136753,0.7798214285714287
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,PU + Electric_Motor,Multi-Head DL (TABNET),0.6,0.5361111111111111,0.8475
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.5625,0.9201785714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,UORED + Electric_Motor,Multi-Head DL (TABNET),0.4625,0.4503320187413624,0.7717857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6625,0.6129287379287379,0.8728571428571429
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + HUST_Gearbox,Multi-Head DL (TABNET),0.65,0.6133056758056759,0.9257142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + HUST,Multi-Head DL (TABNET),0.525,0.46474358974358976,0.9319642857142857
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + PU,Multi-Head DL (TABNET),0.2625,0.18871087928464977,0.71625
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + UORED,Multi-Head DL (TABNET),0.6125,0.5772417153996101,0.8728571428571428
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + Mechanical_Gear,Multi-Head DL (TABNET),0.4875,0.43451417004048587,0.8066071428571429
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + Electric_Motor,Multi-Head DL (TABNET),0.6,0.5388500388500388,0.8830357142857143
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + HUST,Multi-Head DL (TABNET),0.17500000000000002,0.1983173076923077,0.7071428571428571
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + PU,Multi-Head DL (TABNET),0.3875,0.3264131701631702,0.7646428571428572
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + UORED,Multi-Head DL (TABNET),0.525,0.44731800766283525,0.8155357142857143
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + Mechanical_Gear,Multi-Head DL (TABNET),0.375,0.2923728813559322,0.76
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + Electric_Motor,Multi-Head DL (TABNET),0.425,0.37142857142857144,0.8376785714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST + PU,Multi-Head DL (TABNET),0.5,0.444329136336809,0.8801785714285715
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST + UORED,Multi-Head DL (TABNET),0.6125,0.5047256097560976,0.8560714285714286
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.525,0.4988095238095238,0.8801785714285715
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST + Electric_Motor,Multi-Head DL (TABNET),0.575,0.5392543859649123,0.8757142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + PU + UORED,Multi-Head DL (TABNET),0.275,0.1799719887955182,0.7773214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.375,0.32015065913371,0.7273214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + PU + Electric_Motor,Multi-Head DL (TABNET),0.2375,0.20175438596491227,0.7582142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.540719696969697,0.8591071428571428
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + UORED + Electric_Motor,Multi-Head DL (TABNET),0.5,0.40388257575757575,0.8264285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5125,0.4696969696969697,0.8330357142857143
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + HUST,Multi-Head DL (TABNET),0.5,0.40377446411929174,0.8571428571428572
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + PU,Multi-Head DL (TABNET),0.375,0.28968253968253965,0.6975
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + UORED,Multi-Head DL (TABNET),0.5,0.49404761904761907,0.8782142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.5746927803379416,0.8458928571428571
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + Electric_Motor,Multi-Head DL (TABNET),0.5875,0.5331439393939394,0.8776785714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST + PU,Multi-Head DL (TABNET),0.45,0.4131944444444444,0.7519642857142858
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST + UORED,Multi-Head DL (TABNET),0.5875,0.5231481481481481,0.8746428571428572
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.475,0.41273584905660377,0.7994642857142857
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST + Electric_Motor,Multi-Head DL (TABNET),0.5375000000000001,0.5291666666666667,0.8555357142857143
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + PU + UORED,Multi-Head DL (TABNET),0.625,0.5762882447665056,0.87
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.3375,0.3255314783847393,0.8039285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + PU + Electric_Motor,Multi-Head DL (TABNET),0.6,0.5492424242424243,0.7901785714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.5875,0.5581395348837209,0.8832142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + UORED + Electric_Motor,Multi-Head DL (TABNET),0.65,0.6166666666666667,0.8728571428571428
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6125,0.575,0.8175
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + HUST + PU,Multi-Head DL (TABNET),0.625,0.5206925675675675,0.8657142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + HUST + UORED,Multi-Head DL (TABNET),0.6125,0.5331632653061225,0.73875
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.525,0.4500487329434698,0.8921428571428571
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + HUST + Electric_Motor,Multi-Head DL (TABNET),0.6125,0.5389339826839827,0.8491071428571428
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + PU + UORED,Multi-Head DL (TABNET),0.5,0.3958333333333333,0.8489285714285715
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.5625,0.7946428571428572
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + PU + Electric_Motor,Multi-Head DL (TABNET),0.5,0.4641981792717087,0.77
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.4875,0.4578518907563025,0.8339285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + UORED + Electric_Motor,Multi-Head DL (TABNET),0.5125,0.4698275862068965,0.8108928571428571
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5,0.47115384615384615,0.8025
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST + PU + UORED,Multi-Head DL (TABNET),0.375,0.36363636363636365,0.7789285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.5,0.4642857142857143,0.7921428571428571
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST + PU + Electric_Motor,Multi-Head DL (TABNET),0.28750000000000003,0.2883522727272727,0.7173214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.5625,0.8414285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST + UORED + Electric_Motor,Multi-Head DL (TABNET),0.5375,0.49083184257602863,0.8344642857142858
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.625,0.5580808080808081,0.9210714285714285
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.6875,0.6369047619047619,0.8546428571428571
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.525,0.4604166666666667,0.8303571428571428
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5,0.425,0.7921428571428571
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5875,0.5155723905723906,0.82125
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + HUST,Multi-Head DL (TABNET),0.625,0.5527389277389277,0.9048214285714287
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + PU,Multi-Head DL (TABNET),0.4,0.29385504201680673,0.8042857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + UORED,Multi-Head DL (TABNET),0.6625,0.6036045997346307,0.865
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + Mechanical_Gear,Multi-Head DL (TABNET),0.5,0.4464285714285714,0.8664285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + Electric_Motor,Multi-Head DL (TABNET),0.5125,0.44772727272727275,0.8782142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + HUST + PU,Multi-Head DL (TABNET),0.375,0.2857142857142857,0.7207142857142856
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + HUST + UORED,Multi-Head DL (TABNET),0.55,0.5007763975155279,0.8910714285714285
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.5375,0.47128324573976743,0.8217857142857142
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + HUST + Electric_Motor,Multi-Head DL (TABNET),0.5625,0.527935606060606,0.9076785714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + PU + UORED,Multi-Head DL (TABNET),0.475,0.41013071895424835,0.8742857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.1375,0.06304985337243402,0.6964285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + PU + Electric_Motor,Multi-Head DL (TABNET),0.6,0.5179621848739495,0.8414285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.5875,0.5118298368298368,0.8208928571428571
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + UORED + Electric_Motor,Multi-Head DL (TABNET),0.45,0.42592592592592593,0.8471428571428572
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + CWRU_48k + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.35,0.31451612903225806,0.6967857142857142
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + HUST + PU,Multi-Head DL (TABNET),0.4,0.3926282051282052,0.7923214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + HUST + UORED,Multi-Head DL (TABNET),0.5,0.45238095238095233,0.8941071428571428
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.5,0.44783266129032256,0.8292857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + HUST + Electric_Motor,Multi-Head DL (TABNET),0.5,0.41666666666666663,0.8330357142857143
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + PU + UORED,Multi-Head DL (TABNET),0.5,0.49468367889420517,0.6948214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.275,0.23842592592592593,0.6555357142857142
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + PU + Electric_Motor,Multi-Head DL (TABNET),0.3625,0.2621753246753247,0.7553571428571428
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.5875,0.5219887955182073,0.8873214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + UORED + Electric_Motor,Multi-Head DL (TABNET),0.475,0.39522417153996103,0.8758928571428571
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST_Gearbox + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.38749999999999996,0.3238498789346247,0.8414285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST + PU + UORED,Multi-Head DL (TABNET),0.5625,0.48778195488721804,0.7632142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.3375,0.3529411764705882,0.7855357142857143
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST + PU + Electric_Motor,Multi-Head DL (TABNET),0.25,0.16176470588235295,0.7783928571428571
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.5675675675675675,0.8873214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST + UORED + Electric_Motor,Multi-Head DL (TABNET),0.6,0.5453869047619048,0.8925000000000001
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + HUST + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5,0.43506493506493504,0.8057142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.475,0.40645308924485124,0.7739285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.375,0.2916666666666667,0.8121428571428572
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5875,0.5202991452991452,0.8135714285714286
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_12k + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5625,0.49627224627224625,0.8142857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + HUST + PU,Multi-Head DL (TABNET),0.4375,0.3787878787878788,0.8048214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + HUST + UORED,Multi-Head DL (TABNET),0.5,0.4027777777777778,0.8958928571428572
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.578125,0.8017857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + HUST + Electric_Motor,Multi-Head DL (TABNET),0.55,0.5007763975155279,0.8592857142857142
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + PU + UORED,Multi-Head DL (TABNET),0.25,0.1374633431085044,0.7971428571428572
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.5,0.425,0.7582142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + PU + Electric_Motor,Multi-Head DL (TABNET),0.5,0.425,0.8008928571428571
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.375,0.375,0.7273214285714287
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + UORED + Electric_Motor,Multi-Head DL (TABNET),0.525,0.47792207792207797,0.8246428571428571
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST_Gearbox + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5125,0.46098531211750304,0.8241071428571428
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST + PU + UORED,Multi-Head DL (TABNET),0.5125,0.4596269063180828,0.8898214285714285
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.4625,0.4384920634920635,0.8425
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST + PU + Electric_Motor,Multi-Head DL (TABNET),0.5125,0.4645210113960114,0.79125
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.55,0.5149456521739131,0.8098214285714287
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST + UORED + Electric_Motor,Multi-Head DL (TABNET),0.625,0.5461956521739131,0.8748214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + HUST + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.48750000000000004,0.4259076269945835,0.8116071428571427
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.4125,0.3733974358974359,0.79375
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.45,0.39375,0.8276785714285714
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.4625,0.41093366093366096,0.7317857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,CWRU_48k + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6875,0.6568627450980392,0.88125
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + HUST + PU + UORED,Multi-Head DL (TABNET),0.25,0.1875,0.7537499999999999
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + HUST + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.35,0.3638034188034188,0.7123214285714285
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + HUST + PU + Electric_Motor,Multi-Head DL (TABNET),0.275,0.16176470588235292,0.78125
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + HUST + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.48750000000000004,0.3968959030100334,0.8076785714285715
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + HUST + UORED + Electric_Motor,Multi-Head DL (TABNET),0.5625,0.5048729778992938,0.8042857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + HUST + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.475,0.4444444444444445,0.8416071428571428
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.375,0.3607660455486542,0.7808928571428572
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.5125,0.4498106060606061,0.8657142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.525,0.48546778686581316,0.8808928571428571
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST_Gearbox + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6125,0.5386363636363636,0.8823214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_15Hz,HUST + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.5,0.41363636363636364,0.7391071428571429
