Target Dataset,Task,Test Condition,Source Combo,Model,Bal Acc,Macro F1,ROC-AUC
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + HUST_Gearbox + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.42500000000000004,0.43571923571923576,0.8289285714285715
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + HUST_Gearbox + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.425,0.3958333333333333,0.7196428571428573
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + HUST_Gearbox + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5,0.40255530129672,0.7825
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + HUST + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.5,0.375,0.8735714285714287
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + HUST + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.375,0.29166666666666663,0.8723214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + HUST + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.4375,0.3555555555555555,0.7230357142857142
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + HUST + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6125,0.5330778244312079,0.8382142857142858
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.25,0.1623134328358209,0.7446428571428572
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + HUST + PU + UORED,Multi-Head DL (TABNET),0.2625,0.18395915678524374,0.8342857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + HUST + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.125,0.125,0.7262500000000001
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + HUST + PU + Electric_Motor,Multi-Head DL (TABNET),0.375,0.29032258064516125,0.8514285714285715
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + HUST + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.5375,0.48445916828269775,0.8139285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + HUST + UORED + Electric_Motor,Multi-Head DL (TABNET),0.4375,0.34591836734693876,0.7080357142857143
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + HUST + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.4625,0.35069965017491256,0.8064285714285715
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.5,0.41666666666666663,0.7717857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.5,0.41666666666666663,0.8169642857142857
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.4875,0.37675438596491223,0.8392857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5,0.41666666666666663,0.8489285714285715
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.48750000000000004,0.4019607843137255,0.8816071428571428
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.35000000000000003,0.3561290242324725,0.8294642857142858
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.4625,0.380718954248366,0.7728571428571429
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5,0.41666666666666663,0.7098214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.325,0.2713121783876501,0.7971428571428572
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,HUST_Gearbox + HUST + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.25,0.26184640522875813,0.7473214285714287
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,HUST_Gearbox + HUST + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.3,0.20357142857142857,0.8766071428571428
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,HUST_Gearbox + HUST + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.4125,0.3576923076923077,0.7591071428571429
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,HUST_Gearbox + HUST + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.4625,0.3946078431372549,0.7678571428571429
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,HUST_Gearbox + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.3,0.24019607843137253,0.8217857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,HUST + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.4625,0.3766480730223124,0.7853571428571429
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + HUST + PU + UORED,Multi-Head DL (TABNET),0.5,0.40555555555555556,0.8860714285714286
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + HUST + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.525,0.4262954750759629,0.8760714285714286
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + HUST + PU + Electric_Motor,Multi-Head DL (TABNET),0.5249999999999999,0.4690656565656566,0.8692857142857142
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + HUST + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.4625,0.41090225563909777,0.7448214285714285
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + HUST + UORED + Electric_Motor,Multi-Head DL (TABNET),0.45,0.3978260869565218,0.7035714285714286
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + HUST + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.3625,0.2791353383458646,0.8517857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.55,0.8335714285714286
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.5,0.3954545454545455,0.80375
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6125,0.5424406604747162,0.6489285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.375,0.3,0.7571428571428571
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.375,0.29166666666666663,0.7896428571428572
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.55,0.4882637584862054,0.84375
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.4375,0.3485294117647059,0.7773214285714285
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.25,0.20833333333333331,0.7144642857142858
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5125,0.40893416927899684,0.9267857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + HUST_Gearbox + HUST + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.3375,0.21606060606060606,0.7521428571428572
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + HUST_Gearbox + HUST + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.4375,0.375,0.7564285714285715
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + HUST_Gearbox + HUST + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.3375,0.2636554621848739,0.7082142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + HUST_Gearbox + HUST + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.375,0.2679738562091504,0.7444642857142857
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + HUST_Gearbox + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.42500000000000004,0.39288522012578614,0.8016071428571429
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + HUST + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5875,0.5157642602495545,0.8775
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + HUST + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.375,0.32575757575757575,0.7728571428571429
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + HUST + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.425,0.3342490842490843,0.8132142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + HUST + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6,0.5049872665534805,0.8819642857142858
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + HUST + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.625,0.5208333333333333,0.90625
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.4875,0.41079393398751113,0.9171428571428571
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.575,0.494047619047619,0.8680357142857142
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,HUST_Gearbox + HUST + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5,0.41666666666666663,0.8316071428571429
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + HUST + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.4125,0.3152680652680653,0.8432142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + HUST + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.4,0.3284313725490196,0.8523214285714287
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + HUST + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.375,0.2857142857142857,0.7064285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + HUST + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.475,0.40421498661909006,0.9482142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5,0.41666666666666663,0.8616071428571428
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5875,0.5372340425531915,0.84625
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + HUST_Gearbox + HUST + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.375,0.2857142857142857,0.70875
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_48k + HUST_Gearbox + HUST + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.275,0.19360604206075444,0.7521428571428572
UOEMD,Diagnosis,Load_Loaded_Speed_60Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + HUST + PU + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6125,0.5434210526315789,0.85625
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k,Multi-Head DL (TABNET),0.6,0.5876175548589342,0.9321428571428572
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k,Multi-Head DL (TABNET),0.6625000000000001,0.5962931995540691,0.9339285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST_Gearbox,Multi-Head DL (TABNET),0.6875,0.6831597222222221,0.9175
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST,Multi-Head DL (TABNET),0.6,0.6017456324635118,0.91
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,PU,Multi-Head DL (TABNET),0.5,0.4298076923076923,0.8541071428571428
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,UORED,Multi-Head DL (TABNET),0.6375,0.6248381649310442,0.8975
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,Mechanical_Gear,Multi-Head DL (TABNET),0.675,0.6420689413286537,0.9103571428571429
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,Electric_Motor,Multi-Head DL (TABNET),0.5875,0.5709935489347254,0.8953571428571429
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + CWRU_48k,Multi-Head DL (TABNET),0.625,0.598375347770509,0.9148214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + HUST_Gearbox,Multi-Head DL (TABNET),0.6875,0.6763917110195209,0.9303571428571429
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + HUST,Multi-Head DL (TABNET),0.5625,0.5187266055872194,0.8825
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + PU,Multi-Head DL (TABNET),0.5249999999999999,0.5141890084459744,0.8564285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + UORED,Multi-Head DL (TABNET),0.5125000000000001,0.4881140598531903,0.8621428571428571
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + Mechanical_Gear,Multi-Head DL (TABNET),0.5499999999999999,0.5051024065540195,0.9103571428571429
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + Electric_Motor,Multi-Head DL (TABNET),0.7,0.6601270221007063,0.9392857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + HUST_Gearbox,Multi-Head DL (TABNET),0.575,0.5465871902758299,0.9228571428571428
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + HUST,Multi-Head DL (TABNET),0.5875,0.5548204536691379,0.9
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + PU,Multi-Head DL (TABNET),0.4625,0.43073157462692346,0.812857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + UORED,Multi-Head DL (TABNET),0.625,0.6284026963374789,0.9210714285714287
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + Mechanical_Gear,Multi-Head DL (TABNET),0.5999999999999999,0.600263771316403,0.8998214285714285
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + Electric_Motor,Multi-Head DL (TABNET),0.575,0.5470418867767939,0.9285714285714286
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST_Gearbox + HUST,Multi-Head DL (TABNET),0.625,0.6098710317460316,0.9183928571428572
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST_Gearbox + PU,Multi-Head DL (TABNET),0.475,0.4274775522857364,0.7892857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST_Gearbox + UORED,Multi-Head DL (TABNET),0.675,0.6661890645586297,0.90625
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST_Gearbox + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.6084599417610254,0.8919642857142858
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST_Gearbox + Electric_Motor,Multi-Head DL (TABNET),0.7000000000000001,0.6912015092078021,0.9132142857142858
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST + PU,Multi-Head DL (TABNET),0.55,0.5191468253968254,0.8419642857142857
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST + UORED,Multi-Head DL (TABNET),0.5875,0.549286763960677,0.89125
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.575,0.5732735401853049,0.8855357142857143
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST + Electric_Motor,Multi-Head DL (TABNET),0.575,0.5217178654678655,0.9164285714285715
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,PU + UORED,Multi-Head DL (TABNET),0.5125,0.49206117956117956,0.8466071428571429
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,PU + Mechanical_Gear,Multi-Head DL (TABNET),0.4375,0.392287784679089,0.7985714285714286
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,PU + Electric_Motor,Multi-Head DL (TABNET),0.4625,0.3933982683982684,0.8625
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.6,0.6030274550011392,0.9108928571428572
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,UORED + Electric_Motor,Multi-Head DL (TABNET),0.6499999999999999,0.636344696969697,0.8989285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6625,0.6519002545890418,0.9283928571428572
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + CWRU_48k + HUST_Gearbox,Multi-Head DL (TABNET),0.6125,0.5661357637460579,0.8885714285714286
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + CWRU_48k + HUST,Multi-Head DL (TABNET),0.5375000000000001,0.5219466936572199,0.8517857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + CWRU_48k + PU,Multi-Head DL (TABNET),0.5625,0.532089020818998,0.8439285714285715
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + CWRU_48k + UORED,Multi-Head DL (TABNET),0.525,0.5000996079943447,0.8678571428571429
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + CWRU_48k + Mechanical_Gear,Multi-Head DL (TABNET),0.5375000000000001,0.5145970695970696,0.9108928571428572
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + CWRU_48k + Electric_Motor,Multi-Head DL (TABNET),0.6749999999999999,0.6594055596551059,0.916607142857143
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + HUST_Gearbox + HUST,Multi-Head DL (TABNET),0.55,0.512833784572915,0.9058928571428572
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + HUST_Gearbox + PU,Multi-Head DL (TABNET),0.48749999999999993,0.4601231005836269,0.8250000000000001
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + HUST_Gearbox + UORED,Multi-Head DL (TABNET),0.5875,0.5781759906759907,0.91875
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + HUST_Gearbox + Mechanical_Gear,Multi-Head DL (TABNET),0.48750000000000004,0.46915584415584416,0.82875
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + HUST_Gearbox + Electric_Motor,Multi-Head DL (TABNET),0.625,0.5999849066500871,0.8999999999999999
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + HUST + PU,Multi-Head DL (TABNET),0.525,0.4879078508873905,0.8642857142857142
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + HUST + UORED,Multi-Head DL (TABNET),0.6125,0.6164098972922503,0.8803571428571428
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.5249999999999999,0.5223022389733925,0.8923214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + HUST + Electric_Motor,Multi-Head DL (TABNET),0.6125,0.5869229576466418,0.89875
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + PU + UORED,Multi-Head DL (TABNET),0.4125,0.37775361212861214,0.8057142857142856
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.575,0.5675047223606922,0.8546428571428571
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + PU + Electric_Motor,Multi-Head DL (TABNET),0.625,0.6298554880791724,0.8473214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.6499999999999999,0.6320816948574302,0.9108928571428572
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + UORED + Electric_Motor,Multi-Head DL (TABNET),0.6375,0.6118128788323296,0.8921428571428571
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_12k + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6125,0.593667362049715,0.8730357142857144
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + HUST_Gearbox + HUST,Multi-Head DL (TABNET),0.55,0.5302767697988287,0.9007142857142857
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + HUST_Gearbox + PU,Multi-Head DL (TABNET),0.475,0.4251675574616078,0.8403571428571428
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + HUST_Gearbox + UORED,Multi-Head DL (TABNET),0.575,0.5512051673816379,0.8892857142857142
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + HUST_Gearbox + Mechanical_Gear,Multi-Head DL (TABNET),0.575,0.5530213100686499,0.8826785714285714
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + HUST_Gearbox + Electric_Motor,Multi-Head DL (TABNET),0.6875,0.6750796674945281,0.9173214285714286
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + HUST + PU,Multi-Head DL (TABNET),0.42500000000000004,0.383578431372549,0.8242857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + HUST + UORED,Multi-Head DL (TABNET),0.6625,0.6592607668837646,0.8996428571428572
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.6125,0.5783009153318077,0.9214285714285715
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + HUST + Electric_Motor,Multi-Head DL (TABNET),0.5874999999999999,0.5669659476941691,0.8864285714285716
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + PU + UORED,Multi-Head DL (TABNET),0.425,0.399280243591305,0.8369642857142857
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.5874999999999999,0.5601476471155264,0.8926785714285713
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + PU + Electric_Motor,Multi-Head DL (TABNET),0.5625,0.5269311831012599,0.8658928571428571
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.5,0.509137601528906,0.874642857142857
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + UORED + Electric_Motor,Multi-Head DL (TABNET),0.6499999999999999,0.6412298037584079,0.8994642857142857
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,CWRU_48k + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6375,0.6067138842340455,0.926607142857143
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST_Gearbox + HUST + PU,Multi-Head DL (TABNET),0.4875,0.38413332163332164,0.8739285714285714
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST_Gearbox + HUST + UORED,Multi-Head DL (TABNET),0.575,0.5489813449951028,0.9092857142857143
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST_Gearbox + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.6375,0.5915014809751651,0.8892857142857142
UOEMD,Diagnosis,Load_Loaded_Speed_Dec_45_to_15Hz,HUST_Gearbox + HUST + Electric_Motor,Multi-Head DL (TABNET),0.525,0.49705214861864483,0.8773214285714286
