Target Dataset,Task,Test Condition,Source Combo,Model,Bal Acc,Macro F1,ROC-AUC
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k,Multi-Head DL (TABNET),0.625,0.5544986263736263,0.9369642857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox,Multi-Head DL (TABNET),0.425,0.37142857142857144,0.8710714285714285
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST,Multi-Head DL (TABNET),0.625,0.5208333333333333,0.9358928571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,PU,Multi-Head DL (TABNET),0.5375,0.4717432950191571,0.8916071428571428
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,UORED,Multi-Head DL (TABNET),0.5125,0.44772727272727275,0.8678571428571429
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,Mechanical_Gear,Multi-Head DL (TABNET),0.6875,0.6857370699475963,0.9546428571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,Electric_Motor,Multi-Head DL (TABNET),0.75,0.7203282828282829,0.95375
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k,Multi-Head DL (TABNET),0.525,0.4770656380203504,0.845
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox,Multi-Head DL (TABNET),0.42500000000000004,0.3613425925925926,0.9282142857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST,Multi-Head DL (TABNET),0.5625,0.47581053698074977,0.8694642857142858
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + PU,Multi-Head DL (TABNET),0.4625,0.3781702898550725,0.8723214285714286
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + UORED,Multi-Head DL (TABNET),0.675,0.6038281186838063,0.9501785714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + Mechanical_Gear,Multi-Head DL (TABNET),0.5125,0.4132819953659534,0.8992857142857142
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + Electric_Motor,Multi-Head DL (TABNET),0.5,0.43315018315018317,0.8807142857142858
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox,Multi-Head DL (TABNET),0.5,0.38768115942028986,0.8708928571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST,Multi-Head DL (TABNET),0.4875,0.38629629629629625,0.8728571428571428
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + PU,Multi-Head DL (TABNET),0.4875,0.40940465918895597,0.823392857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + UORED,Multi-Head DL (TABNET),0.45,0.353988603988604,0.8719642857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + Mechanical_Gear,Multi-Head DL (TABNET),0.875,0.8302545155993432,0.9448214285714286
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + Electric_Motor,Multi-Head DL (TABNET),0.475,0.36696306429548564,0.8646428571428572
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + HUST,Multi-Head DL (TABNET),0.525,0.4363213530655391,0.9235714285714286
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + PU,Multi-Head DL (TABNET),0.375,0.2857142857142857,0.7589285714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + UORED,Multi-Head DL (TABNET),0.5,0.425,0.8889285714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + Mechanical_Gear,Multi-Head DL (TABNET),0.6,0.575266290726817,0.9164285714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + Electric_Motor,Multi-Head DL (TABNET),0.725,0.6418520578420467,0.9051785714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST + PU,Multi-Head DL (TABNET),0.375,0.2857142857142857,0.8496428571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST + UORED,Multi-Head DL (TABNET),0.65,0.5526960784313726,0.9291071428571429
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.6125,0.5035774921173902,0.9796428571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST + Electric_Motor,Multi-Head DL (TABNET),0.5875,0.500369549150037,0.9014285714285715
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,PU + UORED,Multi-Head DL (TABNET),0.36250000000000004,0.29322066822066817,0.7473214285714286
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,PU + Mechanical_Gear,Multi-Head DL (TABNET),0.5,0.35308105872622,0.8939285714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,PU + Electric_Motor,Multi-Head DL (TABNET),0.625,0.5079826396961946,0.8658928571428572
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.5125,0.4569264069264069,0.9307142857142856
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,UORED + Electric_Motor,Multi-Head DL (TABNET),0.575,0.4919871794871795,0.92625
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.7,0.6255660048763497,0.9844642857142858
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + HUST_Gearbox,Multi-Head DL (TABNET),0.44999999999999996,0.41025641025641024,0.8871428571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + HUST,Multi-Head DL (TABNET),0.5,0.3964346349745331,0.9096428571428572
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + PU,Multi-Head DL (TABNET),0.375,0.2971698113207547,0.6873214285714286
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + UORED,Multi-Head DL (TABNET),0.5875,0.4739057239057239,0.9078571428571429
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + Mechanical_Gear,Multi-Head DL (TABNET),0.375,0.29166666666666663,0.8532142857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + Electric_Motor,Multi-Head DL (TABNET),0.475,0.3981191222570533,0.8314285714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + HUST,Multi-Head DL (TABNET),0.6,0.5621148459383754,0.9267857142857143
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + PU,Multi-Head DL (TABNET),0.625,0.5183251433251433,0.9523214285714285
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + UORED,Multi-Head DL (TABNET),0.6,0.5003094606542883,0.8678571428571429
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + Mechanical_Gear,Multi-Head DL (TABNET),0.65,0.5858317669172932,0.9332142857142858
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + Electric_Motor,Multi-Head DL (TABNET),0.4125,0.402695476224888,0.8976785714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST + PU,Multi-Head DL (TABNET),0.4625,0.4162157287157287,0.7808928571428572
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST + UORED,Multi-Head DL (TABNET),0.475,0.3902609506057782,0.9130357142857143
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.6125,0.5424406604747162,0.8044642857142859
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST + Electric_Motor,Multi-Head DL (TABNET),0.575,0.5164690382081686,0.8596428571428572
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + PU + UORED,Multi-Head DL (TABNET),0.425,0.40476190476190477,0.8592857142857143
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.5875,0.4739057239057239,0.8496428571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + PU + Electric_Motor,Multi-Head DL (TABNET),0.6000000000000001,0.5133281086729362,0.9123214285714285
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.5030165912518854,0.8776785714285715
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + UORED + Electric_Motor,Multi-Head DL (TABNET),0.375,0.2867132867132867,0.8733928571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5,0.40673981191222575,0.8564285714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + HUST,Multi-Head DL (TABNET),0.48750000000000004,0.4355914496946319,0.8782142857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + PU,Multi-Head DL (TABNET),0.42500000000000004,0.38062598776884493,0.7744642857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + UORED,Multi-Head DL (TABNET),0.675,0.6002030355478631,0.8216071428571429
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.5683354792901917,0.9103571428571429
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + Electric_Motor,Multi-Head DL (TABNET),0.625,0.5028735632183907,0.96
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST + PU,Multi-Head DL (TABNET),0.4125,0.3498168498168498,0.8092857142857143
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST + UORED,Multi-Head DL (TABNET),0.42500000000000004,0.3824737762237762,0.9085714285714286
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.6375,0.5669263582494467,0.95
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST + Electric_Motor,Multi-Head DL (TABNET),0.575,0.5039312039312039,0.9082142857142858
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + PU + UORED,Multi-Head DL (TABNET),0.6375,0.559185606060606,0.9551785714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.375,0.2857142857142857,0.7975
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + PU + Electric_Motor,Multi-Head DL (TABNET),0.5,0.4212962962962963,0.7967857142857142
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.5793287843592722,0.9044642857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + UORED + Electric_Motor,Multi-Head DL (TABNET),0.6375,0.5541138222589835,0.8669642857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6375,0.5599747474747474,0.9683928571428572
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + HUST + PU,Multi-Head DL (TABNET),0.375,0.29166666666666663,0.76125
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + HUST + UORED,Multi-Head DL (TABNET),0.4875,0.4348587920016491,0.8553571428571429
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.5368871415356151,0.8142857142857143
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + HUST + Electric_Motor,Multi-Head DL (TABNET),0.7375,0.66703216374269,0.9426785714285715
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + PU + UORED,Multi-Head DL (TABNET),0.375,0.2857142857142857,0.8482142857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.5208333333333333,0.9010714285714286
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + PU + Electric_Motor,Multi-Head DL (TABNET),0.625,0.5208333333333333,0.9187500000000001
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.6625000000000001,0.6149604072398189,0.9083928571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + UORED + Electric_Motor,Multi-Head DL (TABNET),0.6,0.5327380952380952,0.9128571428571428
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.3875,0.3129251700680272,0.9244642857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST + PU + UORED,Multi-Head DL (TABNET),0.4125,0.28361823361823363,0.8119642857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.5,0.4221698113207547,0.8823214285714286
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST + PU + Electric_Motor,Multi-Head DL (TABNET),0.55,0.5089285714285714,0.8712500000000001
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.75,0.6825396825396826,0.9469642857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST + UORED + Electric_Motor,Multi-Head DL (TABNET),0.625,0.5208333333333333,0.9680357142857142
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6125,0.5826486013986014,0.9221428571428572
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.5,0.3833333333333333,0.8794642857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.6125,0.5660794723294723,0.90125
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.7,0.6419101731601732,0.8044642857142856
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5625,0.4600984167736414,0.9194642857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + HUST,Multi-Head DL (TABNET),0.625,0.5279720279720279,0.8780357142857143
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + PU,Multi-Head DL (TABNET),0.5125,0.46660445030010245,0.8300000000000001
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + UORED,Multi-Head DL (TABNET),0.55,0.5005656108597285,0.9025
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + Mechanical_Gear,Multi-Head DL (TABNET),0.5375,0.44633642930856554,0.8973214285714286
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + HUST_Gearbox + Electric_Motor,Multi-Head DL (TABNET),0.375,0.29464285714285715,0.8926785714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + HUST + PU,Multi-Head DL (TABNET),0.375,0.286231884057971,0.5823214285714285
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + HUST + UORED,Multi-Head DL (TABNET),0.5,0.3833333333333333,0.9107142857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.675,0.6038281186838063,0.9089285714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + HUST + Electric_Motor,Multi-Head DL (TABNET),0.625,0.5288588223370831,0.9155357142857143
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + PU + UORED,Multi-Head DL (TABNET),0.625,0.5208333333333333,0.7658928571428572
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.5225694444444444,0.8825000000000001
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + PU + Electric_Motor,Multi-Head DL (TABNET),0.375,0.31614000035052664,0.7671428571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.5874999999999999,0.5459821428571427,0.9160714285714285
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + UORED + Electric_Motor,Multi-Head DL (TABNET),0.4875,0.3885618166526493,0.9460714285714286
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + CWRU_48k + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.375,0.2971698113207547,0.8394642857142858
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + HUST + PU,Multi-Head DL (TABNET),0.55,0.4684714795008913,0.8739285714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + HUST + UORED,Multi-Head DL (TABNET),0.4375,0.3933499536178108,0.8883928571428572
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.5137259693711307,0.9110714285714285
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + HUST + Electric_Motor,Multi-Head DL (TABNET),0.5125,0.45406445406445406,0.9267857142857143
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + PU + UORED,Multi-Head DL (TABNET),0.375,0.286231884057971,0.9101785714285715
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.5,0.3833333333333333,0.895
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + PU + Electric_Motor,Multi-Head DL (TABNET),0.5875,0.5583333333333333,0.8967857142857143
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.7124999999999999,0.6414966360519899,0.955
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + UORED + Electric_Motor,Multi-Head DL (TABNET),0.5875,0.5267019750634447,0.8932142857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST_Gearbox + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.375,0.29166666666666663,0.810357142857143
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST + PU + UORED,Multi-Head DL (TABNET),0.375,0.2867647058823529,0.8492857142857142
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.65,0.5684523809523809,0.9764285714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST + PU + Electric_Motor,Multi-Head DL (TABNET),0.375,0.2931034482758621,0.9051785714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.525,0.42550331731869134,0.9389285714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST + UORED + Electric_Motor,Multi-Head DL (TABNET),0.425,0.33630952380952384,0.7858928571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + HUST + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.7,0.6183333333333334,0.9433928571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.7875000000000001,0.7725001606580554,0.9862500000000001
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.5125,0.40995457744226216,0.8828571428571429
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6625,0.5866402116402116,0.9364285714285715
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_12k + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.6125,0.5328064479380269,0.9323214285714285
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + HUST + PU,Multi-Head DL (TABNET),0.25,0.25,0.7575
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + HUST + UORED,Multi-Head DL (TABNET),0.5625,0.5567363001085165,0.9325
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + HUST + Mechanical_Gear,Multi-Head DL (TABNET),0.6125,0.5020713327546753,0.8987499999999999
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + HUST + Electric_Motor,Multi-Head DL (TABNET),0.5375,0.4714781746031746,0.9199999999999999
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + PU + UORED,Multi-Head DL (TABNET),0.7,0.6328525641025641,0.9500000000000001
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.425,0.3551282051282051,0.805
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + PU + Electric_Motor,Multi-Head DL (TABNET),0.4,0.3333333333333333,0.9203571428571429
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.47500000000000003,0.4218371670702179,0.8880357142857143
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + UORED + Electric_Motor,Multi-Head DL (TABNET),0.5125,0.40995457744226216,0.9298214285714286
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST_Gearbox + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.75,0.7024999999999999,0.9583928571428572
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST + PU + UORED,Multi-Head DL (TABNET),0.475,0.39496468443836863,0.7833928571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.5,0.41666666666666663,0.8357142857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST + PU + Electric_Motor,Multi-Head DL (TABNET),0.375,0.30208333333333337,0.8914285714285713
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.55,0.470213996529786,0.9283928571428572
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST + UORED + Electric_Motor,Multi-Head DL (TABNET),0.45,0.3828125,0.8326785714285714
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + HUST + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.7375,0.6600877192982455,0.9428571428571428
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.6875,0.6297619047619047,0.8466071428571429
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.675,0.6234593837535014,0.8544642857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.425,0.3617511520737327,0.8116071428571427
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,CWRU_48k + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.7125,0.6769619269619269,0.94375
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + HUST + PU + UORED,Multi-Head DL (TABNET),0.375,0.2980769230769231,0.8630357142857144
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + HUST + PU + Mechanical_Gear,Multi-Head DL (TABNET),0.5625,0.5236280487804879,0.8558928571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + HUST + PU + Electric_Motor,Multi-Head DL (TABNET),0.4125,0.32719435736677116,0.8944642857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + HUST + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.8,0.7726648351648352,0.9694642857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + HUST + UORED + Electric_Motor,Multi-Head DL (TABNET),0.4125,0.33469202898550726,0.8460714285714286
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + HUST + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.5,0.42760015408320495,0.9205357142857142
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.625,0.5972065859836757,0.8946428571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.4375,0.34615384615384615,0.7851785714285715
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + PU + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.375,0.2867647058823529,0.8857142857142857
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST_Gearbox + UORED + Mechanical_Gear + Electric_Motor,Multi-Head DL (TABNET),0.4125,0.35233516483516486,0.8869642857142856
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST + PU + UORED + Mechanical_Gear,Multi-Head DL (TABNET),0.5625,0.45695970695970695,0.8846428571428571
UOEMD,Diagnosis,Load_No_Load_Speed_30Hz,HUST + PU + UORED + Electric_Motor,Multi-Head DL (TABNET),0.4,0.3158307210031348,0.8467857142857143
